Data as of,Start Week,End Week,State,Condition Group,Condition,ICD10_codes,Age Group,Number of COVID-19 Deaths,Flag
11/15/2020,02/01/2020,11/14/2020,TN,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",Not stated,0,
11/15/2020,02/01/2020,11/14/2020,TN,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",All Ages,178,
11/15/2020,02/01/2020,11/14/2020,TN,Circulatory diseases,Hypertensive diseases,I10-I15,0-24,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,TN,Circulatory diseases,Hypertensive diseases,I10-I15,25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,TN,Circulatory diseases,Hypertensive diseases,I10-I15,35-44,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,TN,Circulatory diseases,Hypertensive diseases,I10-I15,45-54,16,
11/15/2020,02/01/2020,11/14/2020,TN,Circulatory diseases,Hypertensive diseases,I10-I15,55-64,88,
11/15/2020,02/01/2020,11/14/2020,TN,Circulatory diseases,Hypertensive diseases,I10-I15,65-74,125,
11/15/2020,02/01/2020,11/14/2020,TN,Circulatory diseases,Hypertensive diseases,I10-I15,75-84,171,
11/15/2020,02/01/2020,11/14/2020,TN,Circulatory diseases,Hypertensive diseases,I10-I15,85+,141,
11/15/2020,02/01/2020,11/14/2020,TN,Circulatory diseases,Hypertensive diseases,I10-I15,Not stated,0,
11/15/2020,02/01/2020,11/14/2020,TN,Circulatory diseases,Hypertensive diseases,I10-I15,All Ages,552,
11/15/2020,02/01/2020,11/14/2020,TN,Circulatory diseases,Ischemic heart disease,I20-I25,0-24,0,
11/15/2020,02/01/2020,11/14/2020,TN,Circulatory diseases,Ischemic heart disease,I20-I25,25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,TN,Circulatory diseases,Ischemic heart disease,I20-I25,35-44,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,TN,Circulatory diseases,Ischemic heart disease,I20-I25,45-54,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,TN,Circulatory diseases,Ischemic heart disease,I20-I25,55-64,56,
11/15/2020,02/01/2020,11/14/2020,TN,Circulatory diseases,Ischemic heart disease,I20-I25,65-74,103,
11/15/2020,02/01/2020,11/14/2020,TN,Circulatory diseases,Ischemic heart disease,I20-I25,75-84,135,
11/15/2020,02/01/2020,11/14/2020,TN,Circulatory diseases,Ischemic heart disease,I20-I25,85+,112,
11/15/2020,02/01/2020,11/14/2020,TN,Circulatory diseases,Ischemic heart disease,I20-I25,Not stated,0,
11/15/2020,02/01/2020,11/14/2020,TN,Circulatory diseases,Ischemic heart disease,I20-I25,All Ages,422,
11/15/2020,02/01/2020,11/14/2020,TN,Circulatory diseases,Cardiac arrest,I46,0-24,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,TN,Circulatory diseases,Cardiac arrest,I46,25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,TN,Circulatory diseases,Cardiac arrest,I46,35-44,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,TN,Circulatory diseases,Cardiac arrest,I46,45-54,18,
11/15/2020,02/01/2020,11/14/2020,TN,Circulatory diseases,Cardiac arrest,I46,55-64,41,
11/15/2020,02/01/2020,11/14/2020,TN,Circulatory diseases,Cardiac arrest,I46,65-74,62,
11/15/2020,02/01/2020,11/14/2020,TN,Circulatory diseases,Cardiac arrest,I46,75-84,62,
11/15/2020,02/01/2020,11/14/2020,TN,Circulatory diseases,Cardiac arrest,I46,85+,49,
11/15/2020,02/01/2020,11/14/2020,TN,Circulatory diseases,Cardiac arrest,I46,Not stated,0,
11/15/2020,02/01/2020,11/14/2020,TN,Circulatory diseases,Cardiac arrest,I46,All Ages,248,
11/15/2020,02/01/2020,11/14/2020,TN,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",0-24,0,
11/15/2020,02/01/2020,11/14/2020,TN,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,TN,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",35-44,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,TN,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",45-54,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,TN,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",55-64,22,
11/15/2020,02/01/2020,11/14/2020,TN,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",65-74,49,
11/15/2020,02/01/2020,11/14/2020,TN,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",75-84,69,
11/15/2020,02/01/2020,11/14/2020,TN,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",85+,83,
11/15/2020,02/01/2020,11/14/2020,TN,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",Not stated,0,
11/15/2020,02/01/2020,11/14/2020,TN,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",All Ages,232,
11/15/2020,02/01/2020,11/14/2020,TN,Circulatory diseases,Heart failure,I50,0-24,0,
11/15/2020,02/01/2020,11/14/2020,TN,Circulatory diseases,Heart failure,I50,25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,TN,Circulatory diseases,Heart failure,I50,35-44,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,TN,Circulatory diseases,Heart failure,I50,45-54,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,TN,Circulatory diseases,Heart failure,I50,55-64,27,
11/15/2020,02/01/2020,11/14/2020,TN,Circulatory diseases,Heart failure,I50,65-74,42,
11/15/2020,02/01/2020,11/14/2020,TN,Circulatory diseases,Heart failure,I50,75-84,69,
11/15/2020,02/01/2020,11/14/2020,TN,Circulatory diseases,Heart failure,I50,85+,73,
11/15/2020,02/01/2020,11/14/2020,TN,Circulatory diseases,Heart failure,I50,Not stated,0,
11/15/2020,02/01/2020,11/14/2020,TN,Circulatory diseases,Heart failure,I50,All Ages,223,
11/15/2020,02/01/2020,11/14/2020,TN,Circulatory diseases,Cerebrovascular diseases,I60-I69,0-24,0,
11/15/2020,02/01/2020,11/14/2020,TN,Circulatory diseases,Cerebrovascular diseases,I60-I69,25-34,0,
11/15/2020,02/01/2020,11/14/2020,TN,Circulatory diseases,Cerebrovascular diseases,I60-I69,35-44,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,TN,Circulatory diseases,Cerebrovascular diseases,I60-I69,45-54,15,
11/15/2020,02/01/2020,11/14/2020,TN,Circulatory diseases,Cerebrovascular diseases,I60-I69,55-64,39,
11/15/2020,02/01/2020,11/14/2020,TN,Circulatory diseases,Cerebrovascular diseases,I60-I69,65-74,58,
11/15/2020,02/01/2020,11/14/2020,TN,Circulatory diseases,Cerebrovascular diseases,I60-I69,75-84,62,
11/15/2020,02/01/2020,11/14/2020,TN,Circulatory diseases,Cerebrovascular diseases,I60-I69,85+,46,
11/15/2020,02/01/2020,11/14/2020,TN,Circulatory diseases,Cerebrovascular diseases,I60-I69,Not stated,0,
11/15/2020,02/01/2020,11/14/2020,TN,Circulatory diseases,Cerebrovascular diseases,I60-I69,All Ages,223,
11/15/2020,02/01/2020,11/14/2020,TN,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",0-24,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,TN,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,TN,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",35-44,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,TN,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",45-54,12,
11/15/2020,02/01/2020,11/14/2020,TN,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",55-64,55,
11/15/2020,02/01/2020,11/14/2020,TN,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",65-74,74,
11/15/2020,02/01/2020,11/14/2020,TN,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",75-84,59,
11/15/2020,02/01/2020,11/14/2020,TN,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",85+,41,
11/15/2020,02/01/2020,11/14/2020,TN,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",Not stated,0,
11/15/2020,02/01/2020,11/14/2020,TN,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",All Ages,254,
11/15/2020,02/01/2020,11/14/2020,TN,Sepsis,Sepsis,A40-A41,0-24,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,TN,Sepsis,Sepsis,A40-A41,25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,TN,Sepsis,Sepsis,A40-A41,35-44,13,
11/15/2020,02/01/2020,11/14/2020,TN,Sepsis,Sepsis,A40-A41,45-54,29,
11/15/2020,02/01/2020,11/14/2020,TN,Sepsis,Sepsis,A40-A41,55-64,80,
11/15/2020,02/01/2020,11/14/2020,TN,Sepsis,Sepsis,A40-A41,65-74,129,
11/15/2020,02/01/2020,11/14/2020,TN,Sepsis,Sepsis,A40-A41,75-84,122,
11/15/2020,02/01/2020,11/14/2020,TN,Sepsis,Sepsis,A40-A41,85+,49,
11/15/2020,02/01/2020,11/14/2020,TN,Sepsis,Sepsis,A40-A41,Not stated,0,
11/15/2020,02/01/2020,11/14/2020,TN,Sepsis,Sepsis,A40-A41,All Ages,427,
11/15/2020,02/01/2020,11/14/2020,TN,Malignant neoplasms,Malignant neoplasms,C00-C97,0-24,0,
11/15/2020,02/01/2020,11/14/2020,TN,Malignant neoplasms,Malignant neoplasms,C00-C97,25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,TN,Malignant neoplasms,Malignant neoplasms,C00-C97,35-44,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,TN,Malignant neoplasms,Malignant neoplasms,C00-C97,45-54,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,TN,Malignant neoplasms,Malignant neoplasms,C00-C97,55-64,22,
11/15/2020,02/01/2020,11/14/2020,TN,Malignant neoplasms,Malignant neoplasms,C00-C97,65-74,52,
11/15/2020,02/01/2020,11/14/2020,TN,Malignant neoplasms,Malignant neoplasms,C00-C97,75-84,57,
11/15/2020,02/01/2020,11/14/2020,TN,Malignant neoplasms,Malignant neoplasms,C00-C97,85+,37,
11/15/2020,02/01/2020,11/14/2020,TN,Malignant neoplasms,Malignant neoplasms,C00-C97,Not stated,0,
11/15/2020,02/01/2020,11/14/2020,TN,Malignant neoplasms,Malignant neoplasms,C00-C97,All Ages,179,
11/15/2020,02/01/2020,11/14/2020,TN,Diabetes,Diabetes,E10-E14,0-24,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,TN,Diabetes,Diabetes,E10-E14,25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,TN,Diabetes,Diabetes,E10-E14,35-44,17,
11/15/2020,02/01/2020,11/14/2020,TN,Diabetes,Diabetes,E10-E14,45-54,32,
11/15/2020,02/01/2020,11/14/2020,TN,Diabetes,Diabetes,E10-E14,55-64,80,
11/15/2020,02/01/2020,11/14/2020,TN,Diabetes,Diabetes,E10-E14,65-74,139,
11/15/2020,02/01/2020,11/14/2020,TN,Diabetes,Diabetes,E10-E14,75-84,153,
11/15/2020,02/01/2020,11/14/2020,TN,Diabetes,Diabetes,E10-E14,85+,62,
11/15/2020,02/01/2020,11/14/2020,TN,Diabetes,Diabetes,E10-E14,Not stated,0,
11/15/2020,02/01/2020,11/14/2020,TN,Diabetes,Diabetes,E10-E14,All Ages,489,
11/15/2020,02/01/2020,11/14/2020,TN,Obesity,Obesity,E65-E68,0-24,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,TN,Obesity,Obesity,E65-E68,25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,TN,Obesity,Obesity,E65-E68,35-44,16,
11/15/2020,02/01/2020,11/14/2020,TN,Obesity,Obesity,E65-E68,45-54,23,
11/15/2020,02/01/2020,11/14/2020,TN,Obesity,Obesity,E65-E68,55-64,35,
11/15/2020,02/01/2020,11/14/2020,TN,Obesity,Obesity,E65-E68,65-74,29,
11/15/2020,02/01/2020,11/14/2020,TN,Obesity,Obesity,E65-E68,75-84,14,
11/15/2020,02/01/2020,11/14/2020,TN,Obesity,Obesity,E65-E68,85+,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,TN,Obesity,Obesity,E65-E68,Not stated,0,
11/15/2020,02/01/2020,11/14/2020,TN,Obesity,Obesity,E65-E68,All Ages,126,
11/15/2020,02/01/2020,11/14/2020,TN,Alzheimer disease,Alzheimer disease,G30,0-24,0,
11/15/2020,02/01/2020,11/14/2020,TN,Alzheimer disease,Alzheimer disease,G30,25-34,0,
11/15/2020,02/01/2020,11/14/2020,TN,Alzheimer disease,Alzheimer disease,G30,35-44,0,
11/15/2020,02/01/2020,11/14/2020,TN,Alzheimer disease,Alzheimer disease,G30,45-54,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,TN,Alzheimer disease,Alzheimer disease,G30,55-64,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,TN,Alzheimer disease,Alzheimer disease,G30,65-74,13,
11/15/2020,02/01/2020,11/14/2020,TN,Alzheimer disease,Alzheimer disease,G30,75-84,43,
11/15/2020,02/01/2020,11/14/2020,TN,Alzheimer disease,Alzheimer disease,G30,85+,61,
11/15/2020,02/01/2020,11/14/2020,TN,Alzheimer disease,Alzheimer disease,G30,Not stated,0,
11/15/2020,02/01/2020,11/14/2020,TN,Alzheimer disease,Alzheimer disease,G30,All Ages,119,
11/15/2020,02/01/2020,11/14/2020,TN,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",0-24,0,
11/15/2020,02/01/2020,11/14/2020,TN,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",25-34,0,
11/15/2020,02/01/2020,11/14/2020,TN,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",35-44,0,
11/15/2020,02/01/2020,11/14/2020,TN,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",45-54,0,
11/15/2020,02/01/2020,11/14/2020,TN,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",55-64,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,TN,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",65-74,36,
11/15/2020,02/01/2020,11/14/2020,TN,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",75-84,128,
11/15/2020,02/01/2020,11/14/2020,TN,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",85+,172,
11/15/2020,02/01/2020,11/14/2020,TN,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",Not stated,0,
11/15/2020,02/01/2020,11/14/2020,TN,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",All Ages,341,
11/15/2020,02/01/2020,11/14/2020,TN,Renal failure,Renal failure,N17-N19,0-24,0,
11/15/2020,02/01/2020,11/14/2020,TN,Renal failure,Renal failure,N17-N19,25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,TN,Renal failure,Renal failure,N17-N19,35-44,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/15/2020,02/01/2020,11/14/2020,TN,Renal failure,Renal failure,N17-N19,45-54,18,
11/15/2020,02/01/2020,11/14/2020,TN,Renal failure,Renal failure,N17-N19,55-64,62,
11/15/2020,02/01/2020,11/14/2020,TN,Renal failure,Renal failure,N17-N19,65-74,81,
11/15/2020,02/01/2020,11/14/2020,TN,Renal failure,Renal failure,N17-N19,75-84,117,
11/15/2020,02/01/2020,11/14/2020,TN,Renal failure,Renal failure,N17-N19,85+,74,
11/15/2020,02/01/2020,11/14/2020,TN,Renal failure,Renal failure,N17-N19,Not stated,0,
11/15/2020,02/01/2020,11/14/2020,TN,Renal failure,Renal failure,N17-N19,All Ages,357,
